title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,country,specialty
Tuyauteurs / Tuyauteuses en construction navale,OCEA,"Talmont-Saint-Hilaire, Les Sables-d'Olonne","Description du poste Depuis plus de 30 ans, OCEA est un pionnier dans la conception et la construction de navires en aluminium jusqu’à 85 mètres, offrant des aménagements et des performances spécifiquement adaptés à leur exploitation. Grâce à une stratégie d’innovation maîtrisée, des moyens de conception internes, et une organisation dédiée à la gestion de projets, OCEA intervient essentiellement à l’international dans les domaines de la surveillance côtière, de l’environnement, du transport de…",22000,27000,permanent,2025-04-18T04:48:30Z,https://www.adzuna.fr/land/ad/5150943750?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=E7C387912A6572C820411E5BBDA33BBC82C10D5C,Emplois Autres/Général,fr,genie_civil_btp
Souscripteur Conseil Construction - CDI - Nancy H/F,SMABTP,"Malzéville, Nancy","Au sein de l'équipe Souscription basée à NANCY, vous serez l'interlocuteur de notre réseau de courtiers agréés pour procéder à la mise en place de contrats d'assurance pour une clientèle de professionnels sur le risque construction. A ce titre, vos principales missions seront de : - Analyser la demande d'assurance transmise par le courtier, et si besoin, faire procéder à une étude de risque, - Déterminer les conditions de garanties, de tarification et établir les projets de contrat pour les aff…",,,,2025-02-08T07:28:44Z,https://www.adzuna.fr/land/ad/5042353443?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=75AA7DB51C7AA99A83BED6F1F920041B0563D393,Unknown,fr,genie_civil_btp
Technico-Commercial Itinerant - Matériaux de Construction H/F,Larivière,"Malakoff, Antony","Rattaché(e) au Responsable d'Agence, vous aurez à coeur de créer et de développer le portefeuille de clients professionnels de votre secteur. Proche du terrain, attentif(ve) aux exigences et aux problématiques de vos clients, vous saurez leur apporter le conseil et les réponses techniques appropriées. C'est cette approche « gagnant / gagnant » qui vous permettra de développer et de fidéliser durablement vos clients en les accompagnant dans leurs projets. Votre quotidien : - Fidéliser votre port…",26000,32000,,2025-02-04T20:21:08Z,https://www.adzuna.fr/land/ad/5037567391?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=461601FEE831BE49741B1559C5A51C4C5AA218C2,Unknown,fr,genie_civil_btp
Commercial en Construction de Centrales Photovoltaïque H/F,Liane RH,"Pont-Rousseau, Rezé","Pour qui ? Notre partenaire est un spécialiste de l'industrie photovoltaïque depuis une quinzaine d'années et accompagne ses clients en Europe. Ils n'interviennent pas dans le développement de projets, mais contribuent à la construction de projets « prêts à construire » et accompagnent certains clients dans l'estimation des coûts liés à la structure en phase d'avant-projet. Avec plus de 700 MWc de puissance installée, et de plus en plus de projets réalisés, nous recherchons dans le cadre de son…",40000,45000,,2025-03-19T06:37:38Z,https://www.adzuna.fr/land/ad/5100415153?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=8B15E447E3B50FB199EE0CBA05914E9EBEB56FF4,Unknown,fr,genie_civil_btp
Commercial en Construction de Centrales Photovoltaïque H/F,Liane RH,"Haute-Garonne, Occitanie","Pour qui ? Notre partenaire est un spécialiste de l'industrie photovoltaïque depuis une quinzaine d'années et accompagne ses clients en Europe. Ils n'interviennent pas dans le développement de projets, mais contribuent à la construction de projets « prêts à construire » et accompagnent certains clients dans l'estimation des coûts liés à la structure en phase d'avant-projet. Avec plus de 700 MWc de puissance installée, et de plus en plus de projets réalisés, nous recherchons dans le cadre de son…",40000,45000,,2025-03-19T06:37:40Z,https://www.adzuna.fr/land/ad/5100415271?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=54941D35B2EF05BA11E7360415C00AA5C702CD95,Unknown,fr,genie_civil_btp
Commercial en Construction de Centrales Photovoltaïque H/F,Liane RH,"Bouches-du-Rhône, Provence-Alpes-Côte d'Azur","Pour qui ? Notre partenaire est un spécialiste de l'industrie photovoltaïque depuis une quinzaine d'années et accompagne ses clients en Europe. Ils n'interviennent pas dans le développement de projets, mais contribuent à la construction de projets « prêts à construire » et accompagnent certains clients dans l'estimation des coûts liés à la structure en phase d'avant-projet. Avec plus de 700 MWc de puissance installée, et de plus en plus de projets réalisés, nous recherchons dans le cadre de son…",40000,45000,,2025-03-19T06:37:39Z,https://www.adzuna.fr/land/ad/5100415215?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=FC787BD8BD9340AFF0980664E9BC1C208E0E9AA3,Unknown,fr,genie_civil_btp
Commercial en Construction de Centrales Photovoltaïque H/F,Liane RH,"Hérault, Occitanie","Pour qui ? Notre partenaire est un spécialiste de l'industrie photovoltaïque depuis une quinzaine d'années et accompagne ses clients en Europe. Ils n'interviennent pas dans le développement de projets, mais contribuent à la construction de projets « prêts à construire » et accompagnent certains clients dans l'estimation des coûts liés à la structure en phase d'avant-projet. Avec plus de 700 MWc de puissance installée, et de plus en plus de projets réalisés, nous recherchons dans le cadre de son…",40000,45000,,2025-03-19T06:37:38Z,https://www.adzuna.fr/land/ad/5100415120?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=02AABBEA7D5328C7DCE349F73BDF48DDCD7D09C8,Unknown,fr,genie_civil_btp
Commercial en Construction de Centrales Photovoltaïque H/F,Liane RH,"Rhône, Auvergne-Rhône-Alpes","Pour qui ? Notre partenaire est un spécialiste de l'industrie photovoltaïque depuis une quinzaine d'années et accompagne ses clients en Europe. Ils n'interviennent pas dans le développement de projets, mais contribuent à la construction de projets « prêts à construire » et accompagnent certains clients dans l'estimation des coûts liés à la structure en phase d'avant-projet. Avec plus de 700 MWc de puissance installée, et de plus en plus de projets réalisés, nous recherchons dans le cadre de son…",40000,45000,,2025-03-19T06:37:38Z,https://www.adzuna.fr/land/ad/5100415167?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=F666C22324392F98B359D1389F5A95ACDCD4921F,Unknown,fr,genie_civil_btp
Ingénieur Construction H/F,TSE Energy,"Côte-d'Or, Bourgogne-Franche-Comté","Vos activités et responsabilités : Rattaché hiérarchiquement sous l'autorité du Directeur Construction, au sein du Pôle Construction & Exploitation vos missions serons : Préparation de la phase Construction : · Participer au design des installations et recherches des optimisations possibles, · Suivi et analyse des études préliminaires (études géotechniques, structure, réseaux), · Mise en place du pilotage et de la coordination avec le Pôle Opérationnel, · Participer à la rédaction des CCTP et é…",36000,42000,,2025-04-09T04:32:56Z,https://www.adzuna.fr/details/5136489765?utm_medium=api&utm_source=e1ad5111,Unknown,fr,genie_civil_btp
Economiste de la Construction H/F,Projex,"Villeneuve-d'Ascq, Lille","Dans le cadre du développement du service économie de la construction de Villeneuve-d'Ascq, nous recherchons un économiste de la construction dont les principales missions seront : - L'établissement des métrés et le chiffrage des coûts de construction TCE, en lien avec les ingénieurs spécialistes et le chef de projet. - La mise au point des prestations pour le respect de l'enveloppe budgétaire tout au long du projet. - La rédaction des pièces écrites aux différents stades d'avancement des étude…",,,,2025-04-17T04:42:41Z,https://www.adzuna.fr/details/5148746085?utm_medium=api&utm_source=e1ad5111,Emplois Informatique,fr,genie_civil_btp
Souscripteur.rice en Risques de la construction - Marseille,Albingia,"Marseille, Bouches-du-Rhône","Seule compagnie d’assurance 100% française et indépendante, Albingia est le spécialiste incontournable des risques d’entreprises en France depuis 60 ans. Elle a fait le choix stratégique de s’appuyer exclusivement sur un réseau de courtiers partenaires qu’elle accompagne dans tout l’hexagone. Forte de son esprit entrepreneurial, Albingia est reconnue pour son expertise, sa technicité et son agilité. Elle a à cœur la qualité de son partenariat avec le courtage. Ses valeurs en sont l’illustration…",,,,2025-01-06T08:16:13Z,https://www.adzuna.fr/land/ad/4999400712?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=7D973AEDB9F2453257219FCCDB69B2EF618B72B0,Emplois Droit,fr,genie_civil_btp
Directeur de la construction - Haute Savoie (74),Franco Suisse 2 Lacs,"Beaumont, Clermont-Ferrand","Vous êtes un expert de la construction passionné par les projets immobiliers haut de gamme ? Vous rêvez de piloter des réalisations d'exception, synonymes de qualité, d'élégance et d’exigence ? Vous souhaitez contribuer à la construction de projets vertueux et durables ? Nous avons une opportunité taillée pour vous  Vous souhaitez contribuer à une tradition d’excellence au service de l’innovation et du patrimoine ? Rejoignez-nous  Nous recherchons pour notre agence située à Beaumont (74) , un /…",,,,2025-03-25T03:26:32Z,https://www.adzuna.fr/land/ad/5109526104?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=CC774FC589EB3D30E628A7DA0DBF04AF33B79176,Emplois Immobilier,fr,genie_civil_btp
Souscripteur en Construction H/F,Expectra,"Parçay-Meslay, Vouvray","Nous recherchons pour le compte de notre client, un Souscripteur Construction, pour un courtier en Assurance. Au sein du département Construction de la Division Entreprises, vous prenez en charge la souscription des contrats Dommages-Ouvrage, RC Constructeur Non Réalisateur, Tous Risques Chantier, RC Maître d'Ouvrage, Contrat Collectif de Responsabilité Décennale qui vous seront confiés. Vos missions principales seront : - Savoir Participer à la découverte des besoins du client par des Visiocon…",35000,42000,,2025-03-15T07:04:16Z,https://www.adzuna.fr/land/ad/5094751643?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=C650666CCEF1462679B0E4E47AF72413AE3762B5,Unknown,fr,genie_civil_btp
Project Manager - Boat Construction - Indonesia,Persée Boats,"Nantes, Loire-Atlantique","Job Title: Project Manager – Boat Production Location: Indonesia Employment Type: Full-Time Industry: Luxury Wooden Boat Manufacturing About Us We are a leading manufacturer of luxury wooden boats, renowned for our meticulous craftsmanship and innovative designs. With high-profile projects for international clients, we are expanding our operations to international market and seeking a dynamic Project Manager to direct and oversee the entire boat production process from concept to completion. Ro…",,,,2025-02-15T02:43:37Z,https://www.adzuna.fr/land/ad/5050486787?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=1ABC73FBF8C6A36EB9AD6E685655562D251A8B18,Unknown,fr,genie_civil_btp
Ingénieur Chargé d'Affaires Construction H/F,Socotec,"La Garde, Toulon","La filiale SOCOTEC Construction & Immobilier accompagne ses clients tout au long du déroulement de leurs projets, depuis la phase de conception, jusqu'à la réception de l'opération, en proposant son expertise en matière de Contrôle Technique visant à sécuriser les projets. Cette mission vise tous les ouvrages de l'opération, mais cible les aléas (solidité, sécurité, accessibilité, confort acoustique) et est complétée par la réalisation d'attestations diverses (parasismique, acoustique, RT2012) …",,,,2025-02-04T20:21:27Z,https://www.adzuna.fr/land/ad/5037574166?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=7FC8B91EDA8FAE6303CEC96DD2E18525CAD744D0,Unknown,fr,genie_civil_btp
Chargé d'affaires pré-construction,TOROW,"Montpellier, Hérault","Sous la responsabilité du chargé d’affaires réalisation, vous assurerez le suivi des travaux en dans le cadre du développement et de la construction d’une centrale solaire au sol sur une surface de 122 hectares (130 MWc). Le projet comprend plusieurs zones, la création d’un poste HTB et mobilise plusieurs EPCistes sur les différentes phases : préparation de site (VRD), défrichement, installation générale et travaux HTB. La maîtrise d’œuvre (MOE) est également impliquée afin de garantir la bonne…",,,,2025-04-09T04:55:41Z,https://www.adzuna.fr/land/ad/5136513302?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=13D33CD557AADC7E8DC371A3FE4AE3194B7FBF92,Unknown,fr,genie_civil_btp
Construction Cost Controller F/H,"IDOM Consulting, Engineering, Architecture",France,"L’entreprise : IDOM, née en 1957, est une des premières entreprises d’ingénierie créée en Espagne. C’est une société indépendante, dont la totalité du capital est détenue par ses employés et qui offre des services professionnels intégrés. Elle compte, de nos jours, plus de 4 300 collaborateurs et est implantée dans plus de 40 villes de 20 pays différents, dont la France. Depuis sa création, IDOM a réalisé plus de 30 000 projets dans 130 pays et collaboré avec plus de 12 000 clients. Une des pri…",,,,2025-04-11T05:28:35Z,https://www.adzuna.fr/land/ad/5139963029?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=60B83D13EF7F93B95CEC584280F74AA9BE37DC5C,Unknown,fr,genie_civil_btp
Dessinateur construction bois H/F,Hays,"Remiremont, Epinal","Notre client est une belle entreprise vosgienne située à proximité de Remiremont, spécialisée en conception, fabrication et pose de charpentes industrielles et traditionnelles bois, ainsi que de murs ossature bois. En plein développement, celui-ci recherche actuellement un Dessinateur expérimenté dans ce domaine pour son bureau d'études. Rattaché au Responsable du service, vous prenez en charge la réalisation d'études et de plans de charpentes. Vous réalisez des plans de fabrication et de monta…",,,,2025-04-05T08:47:46Z,https://www.adzuna.fr/land/ad/5130860291?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=318450808FC6D19903EC066087CCE6BB4EAE1169,Unknown,fr,genie_civil_btp
Expert Construction H/F,3C.,"Meaux, Seine-et-Marne","Dans le cadre du développement de son activité, 3C Expertises IDF recherche un Expert construction auprès des compagnies d'assurance F/H. Femme ou homme de terrain, vous êtes l'interlocuteur entre les sinistrés et nos mandants, les compagnies d'assurance. Votre goût de la relation client et de l'échange humain sont des atouts qui porteront votre réussite. Vous avez à coeur d'accompagner les assurés dans la résolution de leur sinistre, tout en maintenant des relations positives et porteuses de l…",40000,60000,,2025-04-12T04:31:30Z,https://www.adzuna.fr/details/5141587670?utm_medium=api&utm_source=e1ad5111,Unknown,fr,genie_civil_btp
Expert Construction H/F,3C.,"Chéroy, Sens","Dans le cadre du développement de son activité, 3C Expertises Grand-Est recherche un Expert construction auprès des compagnies d'assurance F/H. Femme ou homme de terrain, vous êtes l'interlocuteur entre les sinistrés et nos mandants, les compagnies d'assurance. Votre goût de la relation client et de l'échange humain sont des atouts qui porteront votre réussite. Vous avez à coeur d'accompagner les assurés dans la résolution de leur sinistre, tout en maintenant des relations positives et porteuse…",40000,55000,,2025-04-12T04:31:30Z,https://www.adzuna.fr/details/5141587667?utm_medium=api&utm_source=e1ad5111,Unknown,fr,genie_civil_btp
Expert Construction H/F,3C.,"Rennes-Sud-Est, Rennes","Dans le cadre du développement de son activité, 3C Expertises Centre-Ouest recherche un Expert construction auprès des compagnies d'assurance F/H. Femme ou homme de terrain, vous êtes l'interlocuteur entre les sinistrés et nos mandants, les compagnies d'assurance. Votre goût de la relation client et de l'échange humain sont des atouts qui porteront votre réussite. Vous avez à coeur d'accompagner les assurés dans la résolution de leur sinistre, tout en maintenant des relations positives et porte…",40000,50000,,2025-04-12T04:31:30Z,https://www.adzuna.fr/details/5141587647?utm_medium=api&utm_source=e1ad5111,Unknown,fr,genie_civil_btp
Construction Project Manager (m/f/d),Cumming Group UK & Europe,"Paris, Ile-de-France","Your tasks Provide support for day to day delivery responsibility for projects and programmes of work and demonstrate the ability to take on tasks with minimal supervision. Prepare budget estimates, cost plans and client reports. Support evaluation of tenders, contractor selection and contract documentation. Contract administration including preparation of valuations, forecasts, cost reports and attendance at project meetings. Preparation of bills of quantities, schedules of rates, or other met…",,,,2025-03-30T05:43:28Z,https://www.adzuna.fr/land/ad/5118440355?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=6D78BDBC6E7D69150AC11052BE9B7DB3070E8B0D,Unknown,fr,genie_civil_btp
Construction Project Manager (m/f/d),Cumming Group UK & Europe,"Paris, Ile-de-France","Your tasks: Supporting the use of the full range of Project Management Process. Assume day to day responsibility for small-medium sized projects and demonstrate the ability to take on tasks with minimal supervision and supporting larger projects and programmes of work. Support knowledge capture, sharing and innovation. Seek advice on procurement and contracts. Support preparation and evaluation of tenders, contractor/consultant selection and contract documentation. Support risk and value manage…",,,,2025-03-30T05:41:04Z,https://www.adzuna.fr/land/ad/5118438273?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=C71CBF50D211625F4F3AEA6CE0879225FB4B874F,Unknown,fr,genie_civil_btp
Design And Construction Manager Construction Project Team H/F,Amazon France Logistique SAS,"Clichy, Nanterre","DESCRIPTION : Amazon opened its virtual doors in 1995 and strives to BE the world's most customer-centric company, where customers can find and discover anything they might want to buy online. The successful candidate will BE a key part of the Design and Construction team and will BE responsible for project managing new Amazon Delivery Stations (DS) planning, design and construction. This will include the extension of existing facilities and any new sites. The Construction Manager will play an …",,,,2025-03-26T08:38:39Z,https://www.adzuna.fr/land/ad/5111977854?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=40188A0EDAAE0694563E6D643F5AE409F930366E,Unknown,fr,genie_civil_btp
Responsable de pôle économie de la construction f/h (CDI),LHH,France,"Poste : Expérimenté en économie de la construction, à la fois un Manager et Expert, le candidat aura la responsabilité du service « économie de la construction » composé de 3 collaborateurs et serez amené à intervenir sur des projets variés dans le domaine privé et public en construction et en réhabilitation. Ses missions principales seront les suivantes. 1/ Développer l’activité.- Identifier et contacter des clients externes et internes afin de leur proposer les services de l’équipe. - Rédiger…",,,permanent,2025-04-02T03:26:09Z,https://www.adzuna.fr/land/ad/5123161201?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=EAD3322BCB2012E320DBDE51CE4EAD756159A6EE,Unknown,fr,genie_civil_btp
Directeur Construction Metallique H/F,FAYAT METAL,"Mazières-en-Gâtine, Parthenay","Nous recherchons un(e) DIRECTEUR CONSTRUCTION METALLIQUE (H/F) rattaché(e) au Directeur de site. Vous diriger les activités commerciales, de conception et de sous-traitance de production afin d'atteindre les objectifs du département constructions métalliques : performance économique, performance sécurité et satisfaction clients. VOS MISSIONS : Piloter la stratégie et le développement des ventes de produits et de prestations Construction MétalliqueDévelopper et entretenir les relations commercia…",,,,2025-02-04T19:25:55Z,https://www.adzuna.fr/land/ad/5036967516?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=7CD5FB7A24BDBA069672506ED8BD1BF321FF0876,Unknown,fr,genie_civil_btp
Ingénieur Travaux Construction Bois H/F,Talents Construction,"Malzéville, Nancy","Notre client, une société spécialisée dans la construction durable, recherche un(e) Ingénieur Travaux en Construction Bois. Le poste est à pourvoir à Lille, en CDI. Les missions : En tant qu'Ingénieur Travaux en construction bois, vous êtes le garant du bon déroulement des projets, de la préparation à la livraison. Vous intervenez en construction, en bois principalement ou charpentes métalliques, sur des projets pluridisciplinaires. À ce titre, vos missions principales sont : - Vous assurez la …",40000,43000,,2025-04-15T04:44:55Z,https://www.adzuna.fr/land/ad/5144965919?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=DF7492EF69B73D187F91FCD7F23429343EE285E9,Unknown,fr,genie_civil_btp
Ingénieur Travaux Construction Bois H/F,Talents Construction,"Amiens 3e (Nord-Est), Amiens","Notre client, une société spécialisée dans la construction durable, recherche un(e) Ingénieur Travaux en Construction Bois. Le poste est à pourvoir à Amiens, en CDI. Les missions : En tant qu'Ingénieur Travaux en construction bois, vous êtes le garant du bon déroulement des projets, de la préparation à la livraison. Vous intervenez en construction, en bois principalement ou charpentes métalliques, sur des projets pluridisciplinaires. À ce titre, vos missions principales sont : - Vous assurez la…",38000,43000,,2025-04-16T04:51:43Z,https://www.adzuna.fr/land/ad/5146783849?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=2EF573115B616B82B4AAAACF0C5F16023C4932A6,Unknown,fr,genie_civil_btp
Ingénieur Contrôle Technique Construction H/F,Bureau Veritas,"Saint-Paul, La Réunion","Découvrez un projet qui vous correspond vraiment Agir et développer vos talents ? Créer votre carrière ? Oser, proposer, inventer et transformer le monde dans lequel nous vivons ? Oui, oui et oui ? Alors, rejoignez Bureau Veritas en tant qu' Ingénieur Contrôle Technique Construction (F-H-X) à LE PORT (974) en CDI. Nous sommes acteurs du quotidien et un des leaders mondiaux du testing, de l'inspection et de la certification depuis près de 200 ans. Acteurs de la transformation du monde, aux côtés…",,,,2025-02-04T19:23:09Z,https://www.adzuna.fr/land/ad/5036935031?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=F20DD42BC2D18C967D5F9A91916EA23E849CC387,Unknown,fr,genie_civil_btp
Vendeur Comptoir - Matériaux de Construction H/F,Larivière,"Trappes, Versailles","Rattaché(e) au Responsable d'Agence, vous participez à l'atteinte des objectifs commerciaux de l'agence, en support de l'équipe commerciale terrain. Vous êtes l'interlocuteur/trice du client en agence et vous mettez tout en oeuvre pour lui assurer le meilleur service. A ce titre, vous principales missions sont les suivantes : - Accueillir et renseigner les clients par téléphone ou en agence sur le plan technique, la disponibilité des produits et délais de livraison, les prix - Réaliser des vent…",23000,26000,,2025-03-21T06:06:45Z,https://www.adzuna.fr/land/ad/5103975545?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=FBCF37D21787685107F63507011D3DD7C6627AB0,Unknown,fr,genie_civil_btp
Conseiller de Vente Materiaux de Construction H/F,Groupement Mousquetaires,"Belleville, Villefranche-sur-Saône",Acteur(trice) de la réussite du projet d'habitat de nos clients Vous mettez à profit votre expertise auprès de nos clients afin de les conseiller et favorisez la coopération avec l'équipe pour apporter la meilleure réponse à leurs besoins et la réussite de leurs projets. Vous êtes rattaché à l'un des univers du point de vente et vous contribuez à fluidifier et rendre agréable le parcours d'achat de nos clients. Vous êtes garant(e) de l'approvisionnement et de la qualité de la tenue de votre esp…,,,,2025-02-04T19:45:39Z,https://www.adzuna.fr/land/ad/5037187494?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=C737CB89049C3F421FB349D7BAA6AB4703E8BEEF,Emplois Distribution et Entrepôts,fr,genie_civil_btp
Vendeur Comptoir - Matériaux de Construction H/F,Larivière,"Talence, Bordeaux","Rattaché(e) au Responsable d'Agence, vous participez à l'atteinte des objectifs commerciaux de l'agence, en support de l'équipe commerciale terrain. Vous êtes l'interlocuteur/trice du client en agence et vous mettez tout en oeuvre pour lui assurer le meilleur service. A ce titre, vous principales missions sont les suivantes : - Accueillir et renseigner les clients par téléphone ou en agence sur le plan technique, la disponibilité des produits et délais de livraison, les prix - Réaliser des vent…",,,,2025-04-18T04:43:37Z,https://www.adzuna.fr/land/ad/5150940745?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=4BCD28B45254F1EE720CA0499FF24AC027FBAC74,Unknown,fr,genie_civil_btp
Vendeur Comptoir - Matériaux de Construction H/F,Larivière,"Longjumeau, Palaiseau","Rattaché(e) au Responsable d'Agence, vous participez à l'atteinte des objectifs commerciaux de l'agence, en support de l'équipe commerciale terrain. Vous êtes l'interlocuteur/trice du client en agence et vous mettez tout en oeuvre pour lui assurer le meilleur service. A ce titre, vous principales missions sont les suivantes : - Accueillir et renseigner les clients par téléphone ou en agence sur le plan technique, la disponibilité des produits et délais de livraison, les prix - Réaliser des vent…",23000,26000,,2025-02-04T19:45:56Z,https://www.adzuna.fr/land/ad/5037194316?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=07C103C8E9E9DA9D537903B7E92DAD6FDCC15788,Unknown,fr,genie_civil_btp
Economiste de la Construction - Chiffreur H/F,Home Life,"La-Madeleine, Lille","Vos missions En tant qu'Économiste de la Construction - Métreur H/F, vous intégrerez Home Life, la solution digitale du réseau Resilians, leader dans l'intervention après sinistres. Vos principales missions seront de : - Élaborer des devis à partir des données transmises par le Chargé d'Affaires (photos, prescriptions matériaux, plans), en respectant les règles des assureurs. - Modifier et ajuster les devis en fonction des retours des experts, des clients et des retours chantiers. - Consulter l…",,,,2025-04-19T05:26:46Z,https://www.adzuna.fr/land/ad/5152631387?se=Ij5T9C4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=2C1A36C392353BDFA17286C1A040CFFE7417B4E4,Emplois Autres/Général,fr,genie_civil_btp
